"Country","x1998","x1999","x2000","x2001","x2002","x2003","x2004","x2005","x2006","x2007"
"Honduras",0.477316386158519,0.39189634564,0.370603596585185,0.380909960567407,0.352609063954074,0.379261845622222,0.357814380654815,0.402695359047407,0.405006534308148,0.385594937856296
"Howland Island and Baker Island",0.228856119032801,0.20245439487234,0.204592922198582,0.195752786748227,0.149666962007979,0.185474867296099,0.168523231698582,0.20448812839539,0.161121364164007,0.22573344454078
"Iceland",1.76413454940108,1.32775613498328,1.56232741325028,1.62546882093679,1.51603859563832,1.6051359136233,1.25753138530641,1.92366532595068,1.68422837915675,1.72950085803345
"India",1.73757236533375,1.84530474375336,1.74392240537573,1.72543290532137,1.66299589366226,1.60029969193136,1.52842818935579,1.58512249595718,1.50667479658144,1.57014587098174
"Indonesia",0.695130874159025,0.661944741330783,0.629737374917839,0.642294752225386,0.656711053756367,0.688736347363715,0.646740997345715,0.664690684414741,0.720380476009976,0.713412168675414
"Iran",1.20240557949557,1.28243271480633,1.59857283924747,1.44375675805127,1.41094927933544,1.48439798892785,1.47489246604177,1.44536321079937,1.62085020651329,1.5086531833981
"Ireland",1.46843231334364,1.29365955296,1.52605244018667,1.20263413836364,1.42610831412,1.31292109907939,1.22955716807273,1.35336801161091,1.30358481192727,1.47548252834061
"Israel",0.14298248654067,0.162624666885167,0.165324702028708,0.161051725229665,0.141426984980861,0.152747095105263,0.135102234392345,0.146477004488038,0.156133235827751,0.152912000215311
"Italy",0.314857282439524,0.329059845811192,0.295994947893589,0.305116531335316,0.318334720852611,0.235747205103547,0.283891642287288,0.287379862525446,0.277562105334655,0.257120574865829
"Ivory Coast",0.820316417196154,1.12252463881731,1.21090069475577,0.916214980890385,0.856479529692308,1.095017747975,1.15465820530962,1.02473763527885,0.843235830428846,0.885199295313462
"Jamaica",0.13298623793911,0.123219367435597,0.116335350381733,0.123339771933255,0.121720233311475,0.116522228599532,0.114536518197892,0.117531471098361,0.111253523348946,0.117265632215457
"Japan",0.629824638083185,0.620807328211765,0.587384496275223,0.67359914588057,0.657364943331788,0.584950783171242,0.66711186877552,0.59916282181224,0.701755679846465,0.577559512185027
"Jarvis Island",0.312645418259459,0.217337652472973,0.220704524189189,0.209191220859459,0.189525487591892,0.208744065056757,0.202521269135135,0.207845020972973,0.205314128437838,0.222753001794595
"Jersey",2.0301175174186,1.58770026253488,1.82912738490698,2.11989000011628,1.65489055727907,2.72381916548837,1.64975255425581,1.39852524872093,1.50626187232558,1.75667540353488
"Juan de Nova Island",0.165358965383117,0.153052523568182,0.20589193736039,0.168682436909091,0.192892844116883,0.182771319902597,0.130124036045455,0.163688235564935,0.164456495448052,0.156066514217532
"Kenya",0.214529432826087,0.20403622902657,0.252390492874396,0.289015305270531,0.3608089717343,0.318171753483092,0.26986908507971,0.269970188548309,0.235162851342995,0.269343566289855
"Kerguelen Islands",0.386882805795383,0.378709676828961,0.327763833645331,0.392420935395593,0.414208620190976,0.354175786119622,0.448958763548793,0.326295660552991,0.466309352847849,0.473308508854145
"Kuwait",2.42045042895868,2.11627227426446,2.19297124631405,2.16966017423967,2.48843953563636,2.24901356901653,2.35875346676859,2.54033410606612,3.15131918458678,2.59929598546281
"Latvia",7.66786858153846,9.2319734241511,8.57567492568407,8.58331571899451,9.39990295390659,7.82021379887912,8.29436959724725,10.5956153224588,8.91885933521978,9.8627614085989
"Lebanon",0.121183001276923,0.122029455815385,0.133105947928205,0.144221189969231,0.124776223953846,0.13430506371282,0.130911074092308,0.122383999753846,0.129134457953846,0.142024839682051
"Liberia",0.455706501264657,0.358837059592965,0.44029899620603,0.398238673256281,0.446131703864322,0.502525201018425,0.53383692538861,0.446190590309883,0.531579753162479,0.450311223035176
"Libya",0.124828230078561,0.125339344581348,0.120661270861125,0.119206806138368,0.119952494456158,0.122737769062848,0.122295844284845,0.113064300827674,0.127373721207299,0.120796387003548
"Line Group",0.206680028377483,0.18567492688521,0.190113608980132,0.188005558629139,0.177983570260486,0.186139213960265,0.175724160152318,0.178886336766004,0.174628124556291,0.194074799333333
"Lithuania",6.89655027043056,7.99652281833333,7.52307316334722,7.452857861375,8.50239770798611,6.76055772997222,6.62967574538889,7.95324573186111,6.90986393473611,8.20099789191667
"Madagascar",0.335199149167848,0.324148210333867,0.34800347000686,0.34455355367185,0.406322971693574,0.377226748509261,0.324248747706151,0.338606437734965,0.34352019171324,0.340656877379373
"Madeira",0.110042076092555,0.133829867098592,0.124573237024145,0.119519495676056,0.124745404102616,0.123567081229376,0.120396768734406,0.136410731231388,0.125451668291751,0.115200844307847
"Malaysia",0.997549162903275,1.05656561188728,1.09619096780922,1.06839187237167,1.04924402078484,1.13550437222201,1.11599609681645,0.986097570084539,1.06461893731112,1.27724530175476
"Maldives",0.368665788272222,0.344364029480556,0.390282111463889,0.388307866358333,0.347983532211111,0.39802123335,0.363338633658333,0.412884055127778,0.343126698288889,0.361463178175
"Mauritania",7.60480235954301,5.12076466458961,5.13231271882796,4.69333143770251,5.51963050202151,6.31802417515233,5.49988924476523,4.79251974761649,5.76927989870251,6.39627645565054
"Mauritius",0.0895104848374291,0.0846014543610586,0.0865532608034026,0.084503723047259,0.0990484270151229,0.0966424137958412,0.0806235761625709,0.0976113584177694,0.097589539557656,0.0847544104801512
"Mayotte",0.139100999143266,0.139301802885387,0.163790377318052,0.155550165240688,0.169242445441261,0.179566880679083,0.132889851936963,0.150448625836676,0.150820565670487,0.147866155974212
"Mexico",0.615101965203357,0.882056263762506,1.02248505666009,0.947897906267125,0.827717203218004,0.75302092858968,0.688671384652433,0.803288108680712,0.823040350496057,0.923446181298107
"Micronesia",0.092521076943128,0.0634286451729858,0.0597836157061611,0.0591963667227488,0.0742089836516588,0.073116215507109,0.0614777955023697,0.0617315269905213,0.0561346487417062,0.0539520004597156
"Montserrat",0.136312309506173,0.124602418209877,0.136544354814815,0.131987867222222,0.135183629679012,0.139819486234568,0.128129432074074,0.113826583234568,0.121238684839506,0.127595785839506
"Morocco",0.640750541009817,0.763211854968586,0.648566305465969,0.757544759928665,0.71753330811911,0.695571568938482,0.629184183314791,0.724320048400524,0.623929955649869,0.834766143309555
"Mozambique",0.425241304347639,0.407359976801795,0.441882712136169,0.49350448681467,0.449431164236052,0.438736096959423,0.386006983007023,0.426807645356613,0.422001016166602,0.425178105427624
"Myanmar",2.63747532414617,2.07489373871024,2.03705294284045,1.94136564316521,1.85545894393927,1.90483151905558,1.85936478869892,1.93871112838909,1.88101233360216,2.21983627493001
"Namibia",3.54226601916003,3.76371524543109,3.84228791110647,3.45454488836577,3.37224145488831,3.97851640937557,3.55034835719856,3.94726144309798,3.74236024494448,4.13348082933899
"Netherlands",5.1537541467625,5.75881280381042,4.17632188795,7.1912264561,4.80927434065417,5.65091601285833,4.76213403397917,4.66602524919167,4.77308552809167,6.85107447291042
"Netherlands Antilles",0.195098585703125,0.224763185872396,0.234712463174479,0.212981293890625,0.224041380601563,0.204997436729167,0.197429069111979,0.195103608442708,0.208716466125,0.212236006736979
"New Caledonia",0.19409828765166,0.177028999706246,0.15274731769049,0.144322095083849,0.151217900606078,0.166993486858751,0.175417532343838,0.162376543994935,0.161268031944288,0.165984669570062
"New Zealand",0.562024443915217,0.474041474120304,0.50852347721722,0.492878098631779,0.519177344126882,0.509048346040053,0.562206537931443,0.515352816828972,0.558606491648151,0.57788550814954
"Nicaragua",0.446549649478947,0.820994238592105,0.910218414723684,0.991250439082895,0.686091347934211,0.558200667902632,0.698493695992105,0.571976763344737,0.612391801601316,0.628778682581579
"Nigeria",1.40425514205859,1.46530377643542,1.33999202520373,0.917630108673768,1.34090641158322,1.27026347966844,1.4478562965739,1.30104289975899,1.46682069806791,1.51491101008123
"Niue",0.039020402002381,0.0507152927880952,0.0602560462285714,0.0661294718952381,0.0691262095285714,0.0661587932119048,0.0752392124809524,0.0627780331452381,0.0617860602238095,0.0440333865619048
"Norfolk Island",0.142067004879795,0.164129098498721,0.176007016265985,0.143825332299233,0.151132697677749,0.160213259861893,0.151945171370844,0.137058607785166,0.145780943457801,0.145215902227621
"North Korea",1.68119187369042,1.73309733931069,1.77886891208797,1.86453879339644,1.7187895590078,1.72601017000891,1.64095820746882,1.63137513092539,1.79192702885301,1.90608408882183
"Northern Mariana Islands and Guam",0.0439618700492721,0.0455244508868981,0.0405828885475924,0.0429394484087346,0.0441030164703247,0.0466057210772676,0.0439742879932811,0.0499576340615901,0.0448825252788354,0.0402645720391937
"Norway",1.28053855409438,1.31900748680789,1.26129798113068,1.484836748129,1.31971666252634,1.18711238867293,1.20671562747813,1.17565771433274,1.5676101973911,1.34238613648166
"Oman",1.13336764430305,1.45304904823214,1.54421476963813,1.32598210933298,1.49910496555515,1.50260627950788,1.41742136625788,1.37213608802784,1.77623924421271,1.16544935261975
"Pakistan",2.09479074606659,2.28024621894649,2.22151068808204,1.95921654404875,2.64235055687634,2.53877876291439,2.05382964321641,2.46359075126159,2.32081053011296,1.95905442034958
"Palau",0.123583415445455,0.112095024990909,0.112649882845455,0.107087485629545,0.131593345797727,0.121836457206818,0.121737716436364,0.124687930715909,0.128308882225,0.101303907163636
"Panama",0.703673479422959,0.591002208106814,0.726252257069368,0.727455433887047,0.624110204466544,0.641027143557397,0.512507667565378,0.582635422650706,0.860856175012891,0.670738280485574
